contact_id,firstname,lastname,contacttype,jobtitle,mosid,commission,school,languagename,gender,environment,shortname
cqAoJHyhT1S36R2Q8wuSaD6S+2yRFZes2mQ9vyC9kJYAAK8/AXjBmA==,Delores,Wheeler,NULL,ARMD,178,Officer,RCACS,English,Male,Army,2Lt
CQazDLCatztmmGhz2dyKfedkSzWYe6ILVB3FI8u+RU4AAK8/AXjBkw==,Andy,Ligon,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Pte(B)
CQbivbrFVBQE3lkr1PEErtomy1/FiLijFrT0T9R+khcAAK8/AXiG+Q==,Andrew,Murray,NULL,INF,180,Officer,INF School,English,Male,Army,Lt
cqDaR8sUtj8Q6vM4e5Z3l6At5TbvQuvV3maSR4F7uQwAAK8/AXiG7Q==,Anna,Feazel,NULL,VEH TECH,129,NCM,CTCHQ,English,Male,Army,WO
CQeqrRvh00PsES40WSjAQT6K5+yvxeI+si7f5F80i8wAAK8/AXjBiA==,Sarah,Pino,NULL,ARTY,179,Officer,INF School,English,Male,Army,2Lt
CQHuVpZabGkMNfVO2FLZOpShzMTNfWUmlK7j3RaK3SsAAK8/AXf/Yg==,Jose,Jobe,NULL,SIGS,341,Officer,CFSCE,English,Male,Army,2Lt
cQV6Yuoq3NjhBpNh/+joEuwjV24NykUc/1DAdexvP8IAAK8/AXjBlA==,Kenneth,Ford,NULL,ARMD,178,Officer,RCACS,English,Male,Army,2Lt
cr8+6e1OuIjxOLn+I+N6Do98bFV/fMJO8Zoha0pyW98AAK8/AXiG3A==,Patricia,Swift,NULL,CBT ENGR,339,NCM,CFSME,English,Male,Air,Pte(B)
cRa1MN3AUTTN3STgOiPHRB5cXLHIw9W9yeamzXiwbqQAAK8/AXiG8A==,Richard,Seid,NULL,INF,180,Officer,INF School,French,Male,Army,Lt
crNcyg9OxjzFrkCQjweTT2t9JTeG1hO5YeI2XknjQH8AAK8/AXiG6g==,James,Christ,NULL,TRG DEV,211,Officer,CTCHQ,English,Male,Army,Capt
CrRSIu0d7sSphBKWsqINu5CCKXXAgWwnSMFAF/tU1GgAAK8/AXj7NQ==,Christopher,Hilliard,NULL,GNR,368,NCM,RCA School,French,Male,Army,Pte(B)
CRueu7sfwWFADD/B25qgRapeBLecwPV7pXJG+y0f8nwAAK8/AXj7PA==,Jeffery,Herrin,NULL,VEH TECH,129,NCM,RCEMES,French,Female,Army,Pte(B)
crWecNQKIuBA1OiQlEMq0+jvfpICByXdj0grkj3dW7cAAK8/AXj7NA==,Bradley,Brussel,NULL,ARTY,179,Officer,RCA School,French,Female,Army,Capt
CRYf2Su7MN7NE7rdf0eINoPEXUylvny1sq5XVfO0UTAAAK8/AXf/aQ==,Jack,Copeland,NULL,LINE TECH,384,NCM,CFSCE,English,Male,Air,Pte(B)
cSfvahGkdlr7bo4kA339FSHmKnDvYYyE3Ab0b39Agv4AAK8/AXjBjw==,Janice,Spooner,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Sgt
csKfO5xZmn0BxF4pOht37mVxYykGmJle+gGccnCQtb8AAK8/AXjBnA==,Joseph,Robinson,NULL,ARTY,179,Officer,RCA School,English,Male,Army,Capt
cT/tZ/rmGc81XQpihi92V1AjISZpxw2B+QHZTqIG4zUAAK8/AXjBng==,Ryan,Hernandez,NULL,ARTY,179,Officer,RCA School,English,Male,Army,2Lt
CTA0DR1DLcpEaUkKCcJwDBaPRkdZ8hjSokcRknD9SHUAAK8/AXjBoQ==,Joanne,Gilman,NULL,ARTY,179,Officer,RCA School,English,Male,Army,2Lt
CTj69/5LxmjaSY9dggxPP+U+MUVZMBtoOflONo7Xe3MAAK8/AXiG+g==,Diana,Vargas,NULL,INF,180,Officer,INF School,English,Male,Army,2Lt
CURNzTMzEjKiiDLu/jL+UzzSxNNxduEx6LOdxPkz9F4AAK8/AXf/bw==,Catherine,Young,NULL,IS TECH,394,NCM,CFSCE,French,Male,Army,Sgt
cuWi5v4WzFpD46uCuu2A+laTsucHLzwJXFseLnR+0gAAAK8/AXf/Xw==,Zachary,Leser,NULL,INFTR,10,NCM,CAAWC,English,Male,Army,WO
Cv4Bcy4XDC+OG8PZAwbteVnfAIi+3DWi/X3B7+xE5bgAAK8/AXjBkw==,John,Raymond,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Pte(B)
cVBJemXxkRKRJUdbvI+Ee+9OBoSuy/dPwJyW8HEIV7cAAK8/AXjBmA==,Mildred,Steiner,NULL,CRMN,5,NCM,RCACS,French,Male,Army,Cpl
cVk1MBSgo3y48qKUOW+WKDMjrSpofOQtfTTa2lwS4mMAAK8/AXf/bg==,Ignacio,Dale,NULL,SIGS,341,Officer,CFSCE,English,Male,Air,LCol
cVsj2weeCSkzmRAxy0e39+8mLCk2XV1aTyFol15CsAAAAK8/AXj7OA==,Jon,Freeman,NULL,EO TECH,NULL,NCM,RCEMES,English,Male,Army,Pte(B)
CWEy0alstbExB2lWVHAl/Q4DIvnzNw/fpRClbn7IvJQAAK8/AXf/Yw==,Tad,Sims,NULL,SIGS,341,Officer,CFSCE,English,Male,Navy,2Lt
cWUDrAXO0sqOPAxvybSsSn2qCztkFnwfTE2oulyaGtkAAK8/AXjBnQ==,Ronald,Brown,NULL,GNR,368,NCM,RCA School,English,Male,Army,Cpl
CwZIsAPCi7m0wuF0NfNDlvW7b5sO5P/LhRl8iK7mu84AAK8/AXj7Ng==,Tracy,Frizell,NULL,EO TECH,NULL,NCM,RCEMES,English,Male,Army,Pte(B)
CY/CSwyjg2JYhUiI39Iwu6BQiFz4YYccWbakYqvSg7wAAK8/AXiG9g==,Russell,Cox,NULL,MSE OP,171,NCM,INF School,English,Male,Army,WO
CY1o1ciUtjQQZJfY/3OqcajZ18P6EBRrJq66Enjvz6AAAK8/AXjBiQ==,Sharon,Odum,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Pte
cY5EDLst0+W+XBUZdymT74MHRlUU2f6OwhDBL6mSN7MAAK8/AXf/Yg==,Theresa,Erickson,NULL,SIGINT,120,NCM,CFSCE,English,Male,Air,MCpl
CYHWjY7xroOJ1RB4yjutBzzNKnoGJRfsUtkQqeOBIEoAAK8/AXf/YA==,Joe,Poorman,NULL,INF,180,Officer,CAAWC,English,Male,Army,Lt
CYS7hNia//WW3Ea8zmuN/fW7qYsQOmOLaA2cOqjiJRsAAK8/AXj7QA==,Maria,Heuck,NULL,INF,180,Officer,TAC School,French,Male,Army,Capt
cYToA4bOwjyGUWIHrevGz8XXc1IvymDs/Ch1SIAaL1gAAK8/AXiG2w==,John,Robledo,NULL,CBT ENGR,339,NCM,CFSME,English,Male,Army,Pte(B)
cyvH1J4JC1xDVbee6jnZuHY1H7TjGyl1b4HM7cAg/vMAAK8/AXf/YA==,Annie,Jaynes,NULL,MAT MGT TECH,168,NCM,CAAWC,English,Male,Army,Cpl
cYZh4zT46/rGpeyxpqtvTPkr9uj71tuUjjHJhUt253QAAK8/AXiG2w==,Marsha,Patch,NULL,CBT ENGR,339,NCM,CFSME,English,Male,Army,Pte(B)
cZAO31/WdQl7zAQqTP3OGek5vf+uZrElVxXiHvTL58cAAK8/AXf/Yw==,Curtis,Aasen,NULL,SIG TECH,385,NCM,CFSCE,English,Male,Army,Pte(B)
CZDvrQjHA44xI2dL/h239m5P6bTeM62VbhjGsDnrbPEAAK8/AXiG3A==,Robert,Cummings,NULL,ED TECH,302,NCM,CFSME,English,Female,Army,Pte(B)
czTnLd2EtyTJxLZvFiZeLz+P8p99L6fqyTSBuO8oVUwAAK8/AXf/Yw==,Taylor,Ellington,NULL,SIG OP,383,NCM,CFSCE,English,Male,Air,Pte(B)
D+RNBBruvnV1gANNlfDmvia3UamJr0m9NJ1ylDidlOcAAK8/AXj7Pw==,Joseph,Aguirre,NULL,VEH TECH,129,NCM,RCEMES,French,Male,Army,Pte(B)
d/6Rzt1rtyWf4ro2YOPfQ3kn7l/cR75GsJU3imor0LIAAK8/AXiG6g==,Randall,Mcdaniel,NULL,CBT ENGR,339,NCM,CFSME,English,Male,Army,Sgt
d/BTlseZTcZMeIfbUyfDBqpgbF9SagurFvFA5ZejLK4AAK8/AXf/cg==,Eric,Dunkle,NULL,CELE,NULL,Officer,CFSCE,English,Male,Army,Lt
d/UjvpCMtwH0querwbI/vAiFRJz9qInNtyoQGzEKwckAAK8/AXf/eQ==,Elaine,Still,NULL,LINE TECH,384,NCM,CFSCE,French,Female,Army,Pte(B)
D0hs2b0MkwMuLAijIWj85+Tx7hET6z3/h1n95EsBlMsAAK8/AXjBkQ==,William,Smithheart,NULL,ARMD,178,Officer,RCACS,English,Male,Army,OCdt
D0ZNygeuvU2WLyJaTQFLtUm6jki1BqeKLvGTPtcZ9r4AAK8/AXjBng==,Grady,Farmer,NULL,ARTY,179,Officer,RCA School,English,Male,Army,Capt
D10b+Fi4fxHs4tLxZLzwCdVnDhxONQ4nxmKC0ai/7PcAAK8/AXj7PQ==,June,Powers,NULL,EO TECH,NULL,NCM,RCEMES,French,Male,Army,Pte(B)
D1qzcnrm4xgSvMHIBdOJyCirwMMeTR2gNWc5XaZ9K0EAAK8/AXf/Xw==,Louis,Vice,NULL,ADS TECH,387,NCM,CAAWC,English,Male,Army,Pte
d5623sZI2uyzHEuInaCpQj0pXSOPiUyE0xSTeayoLkEAAK8/AXjBig==,Francisco,Nelson,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Sgt
d5PixtmN7GN8BI/dIWqEALZzhimQG0oEMtfuyCS3GvYAAK8/AXf/ag==,John,Bridgewater,NULL,SIGINT,120,NCM,CFSCE,English,Male,Army,Pte(B)
D8InYB7WiKBgq9BYSfZ0zIooK+iyVB24K6h2Z4bFIj8AAK8/AXjBkQ==,Courtney,Kramer,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Pte(B)
D8nn3HINixWmcWiv1qTOaISpKNwHNY1uUNV6LypBAF4AAK8/AXf/YQ==,Gregory,Plowman,NULL,GNR,368,NCM,CATEU,French,Male,Navy,MWO
D8PnCyZpdmQTOqeNoWmjGVXQOe9zkVwHQBKkhFvU5pcAAK8/AXf/YQ==,Betty,Conner,NULL,ATIS TECH,109,NCM,CFSCE,English,Male,Air,Pte(B)
d8RQSbM7M45U9ZxoulU7OzATZqNDX0Nx9qqaVZY/aTkAAK8/AXiG5A==,Cheryl,Watts,NULL,CBT ENGR,339,NCM,CFSME,French,Male,Army,Pte(R)
d930V101TLepyT6Y3pnEMBfFdu5JU6G2PBXwtdDJOnkAAK8/AXf/YA==,Christie,Scherman,NULL,INF,180,Officer,CAAWC,French,Male,Army,Capt
d9ygI4KWFAGTiNLxnr93EjmLWVegzLYFI35UGQW1BQ0AAK8/AXf/aQ==,Juan,Knight,NULL,SIG OP,383,NCM,CFSCE,English,Male,Air,MCpl
DAdK54e0HHyydNGhDYxlc+qGwQh3IIzfcFnpH/iQM2QAAK8/AXf/ag==,Terrell,Silkwood,NULL,SIGINT,120,NCM,CFSCE,English,Male,Air,MCpl
DAQ9xupsD+d4e/af/DGM4vbrRMBiXsggDUl7L5iBZXoAAK8/AXjBiw==,Noel,Mccord,NULL,CRMN,5,NCM,RCACS,French,Male,Army,Sgt
DATp9srCkZBTuNaH6w/H8Qrpk6r6RNeEV40jZSd59M8AAK8/AXf/cg==,Ann,Butler,NULL,IS TECH,394,NCM,CFSCE,English,Male,Army,Pte(B)
Db3kk5VEC5pG/8Q8ooPqM1vEBxZoT/frXKN82c2ZxeQAAK8/AXjBjA==,Ronald,Deluna,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Pte(B)
DBqyfKtfV0CRnPApgka6ZPwCFgt16wz1uSfdGXWMPrMAAK8/AXjBmw==,Ola,Martin,NULL,GNR,368,NCM,RCA School,English,Male,Army,MCpl
DBSZMSpTlxY3gZ6R0Ss2W70m78P7i8Vvvhiyb6d8sTUAAK8/AXiG5A==,Arlene,Parkison,NULL,CBT ENGR,339,NCM,CFSME,English,Male,Army,Pte(B)
dcAhMTwsv8h7b9yil5to2vbrJPifQDQb59n2U7LN/kEAAK8/AXiG+Q==,James,Lester,NULL,INFTR,10,NCM,INF School,English,Male,Army,WO
dCFHbQQidjnRuQ1/24xDzy0L4E0EYZZsmNAjDYqRr5QAAK8/AXjBnQ==,Juan,Redding,NULL,ARTY,179,Officer,RCA School,English,Male,Army,2Lt
dcFLo/SyATfntyDxe1gdcb1IwjgSsSRD1e0IAh5FovYAAK8/AXjBmQ==,Tony,Turner,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Pte(R)
dCIv0Q9fdYvvePqybs1aGK38CahPh3ztSECH0dRqt+sAAK8/AXf/cg==,Kathy,Cole,NULL,SIGS,341,Officer,CFSCE,English,Male,Army,2Lt
DCk5hDOakkW6xJxSjQ8bvrl53FDa+YspAM1G1C6tz9EAAK8/AXiG3g==,Cynthia,Dicus,NULL,ENGR,181,Officer,CFSME,English,Male,Army,Capt
Dcq10ld1bbPa54uxNA22Vns13N4w3/3e4M9UuHoponIAAK8/AXiG8g==,Mark,Anthony,NULL,INF,180,Officer,INF School,English,Female,Army,2Lt
DD+LynlZr3MYA199JZEEbaQlTUy4JNPAAdnLGVBlmyMAAK8/AXjBig==,David,Swanson,NULL,ARMD,178,Officer,RCACS,English,Male,Army,2Lt
dDn1KFOCqKPawxMZiy0OyGkO0I7Nz2nm9cQptPWsqbIAAK8/AXf/aQ==,Sandra,Truitt,NULL,SIG OP,383,NCM,CFSCE,English,Female,Army,Pte(B)
DE9Mr4zPWsNn6Hzs5avo2LXIjTmV4u/40Xt8IYNuvNsAAK8/AXiG3Q==,Benito,Reis,NULL,EGS TECH,303,NCM,CFSME,English,Male,Army,Pte(B)
dEF/po7ZNWLUgoKuRQfamkdWQkrrf5UMW6HGY3dDlnoAAK8/AXjBmg==,Thomas,Pipkin,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Cpl
DeGz8X9rGIYM2OT2nx4oI64q3J4i1VukAPE98SIcelYAAK8/AXj7Nw==,Robert,Speer,NULL,VEH TECH,129,NCM,RCEMES,English,Male,Army,MCpl
DEHB+ZLiHtOkvSfL1Nq9uUUzTVxTk7ePAptXMH8VlDYAAK8/AXjBow==,Tracy,Markell,NULL,ARTY,179,Officer,RCA School,French,Male,Army,Capt
dEn4MuaASA6hLjpox2XAnh7aulftUcfHIA1T+2eMN8EAAK8/AXf/bA==,Margaret,Edwards,Student,INFTR,10,NCM,CFSCE,English,Male,Army,Pte(B)
DENlX4io7+ImwbQ0bf+nbWK9ELxfMz+zLq8H2k0PeAkAAK8/AXf/eA==,Kathryn,Plazza,NULL,SIGS,341,Officer,CFSCE,English,Male,Army,2Lt
DERPtiMojsWQYoIAzaP4url4LAlnqtvARJUu01zoOvwAAK8/AXjBmQ==,Alexander,Malinowski,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Cpl
devmvltw+l4cFPh6pwZLRetg7TTsF3ejYbTpR1yokPoAAK8/AXj7NQ==,Andrea,Roberts,NULL,GNR,368,NCM,RCA School,English,Female,Army,Pte
Dey3hLT/fNjEiomV2qgSZUhtQwENf4AOeeK8BvW3QYIAAK8/AXj7Pw==,Ignacio,Carr,NULL,EO TECH,NULL,NCM,RCEMES,English,Male,Army,Pte(B)
dFea4mensAgAKcZmPTfSxpP+Fx0VnsWwwUuvw2v+tL4AAK8/AXj7PA==,Herschel,Gutierrez,NULL,LEET,388,NCM,RCEMES,French,Male,Army,Pte(B)
Dge6MkhO2iDMLXLnm4aepj+6D0ty/QY7fxNwbCBP9awAAK8/AXj7Ow==,Barbara,Cheshire,NULL,VEH TECH,129,NCM,RCEMES,English,Male,Army,Pte(B)
DhCYjslDS4tsbU3mCpwe3S0gLuLN13keGmvREdzDKFQAAK8/AXiG+A==,Susana,Case,NULL,INFTR,10,NCM,INF School,French,Male,Army,Sgt
DHkUZ9b9vcKQtcNEBK3cGbbxvMbh6XNmalqIiuopj0EAAK8/AXjBkg==,Kasie,Gieger,NULL,HRA,375,NCM,RCACS,English,Male,Army,Pte(B)
dhXU9fOudw6NsjZHyBTpXgbr33rZKzjY3De3cF2OK8QAAK8/AXiG+A==,Elizabeth,Harvey,NULL,INF,180,Officer,INF School,English,Male,Army,2Lt
DII6We+GoosTNzxepmpYNWegWWszoaTst6isTIahV3gAAK8/AXjBlA==,Linda,Patton,NULL,CRMN,5,NCM,RCACS,English,Male,Army,MCpl
DiRTPzNixV5PwflVYXd8RJD70SU3XLlAv2vq+p2WLq4AAK8/AXiG5A==,Alexis,Throckmorton,NULL,CBT ENGR,339,NCM,CFSME,French,Male,Air,Pte(B)
disn5SBa6qzjSjXyvnL9JHjM3QEyYnxm7QIvzUb44wAAAK8/AXiG8A==,Anabel,Thomason,NULL,INFTR,10,NCM,INF School,French,Male,Army,Cpl
djjc/fH0sXKKymzheOw0gzz4OcYFAs8Y4iXgSG6aQoQAAK8/AXjBig==,Elizabeth,Mccurren,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Cpl
Dk3p9UEARP+9uJW78wC72KgH5gF6ucmM5QgPGgiT1jkAAK8/AXj7OQ==,Valerie,Salizar,NULL,EO TECH,NULL,NCM,RCEMES,English,Male,Army,Pte(B)
DKdFNEj4J7c/e1WWGqRa4D6aq5AEFKWTmIZd6O3ILywAAK8/AXf/bg==,Terence,Hendricks,NULL,SIGINT,120,NCM,CFSCE,English,Male,Air,Pte(B)
dKLDZJnFmpu61kQ91PzLGvcPzHK4uZ8hr4wBUPm/4icAAK8/AXiG+Q==,Taylor,Kern,NULL,INFTR,10,NCM,INF School,French,Male,Army,Sgt
DKpg0iwvxxOHgEQ4kfGjt+VfKIDJMmK+2YO6ZFGm6+oAAK8/AXf/Yw==,Larry,Robins,NULL,SIG OP,383,NCM,CFSCE,English,Male,Navy,MCpl
DL+kjzXtsQPxLHf5DvdkAoPFcPCO0PzhNfM6XjOjzKkAAK8/AXiG8w==,Stephanie,Frazier,NULL,INFTR,10,NCM,INF School,French,Male,Army,WO
dL/oQ/pbjjLpuNOzIbSA2e7a11AZKAymswGpV93xdTYAAK8/AXj7OQ==,Karen,Harms,NULL,VEH TECH,129,NCM,RCEMES,English,Male,Army,Pte(B)
DLG9/vwUMRtJNNksCTgQd/liDKcQi1Bvqx9eO9JWNCAAAK8/AXjBow==,Evon,Raymond,NULL,ARTY,179,Officer,RCA School,French,Male,Army,Capt
DlTmoSfwKI9v0grTeeDE4ZH3ZKPHcOhvq46Kr14mSQAAAK8/AXjBow==,Lisa,Spratley,NULL,GNR,368,NCM,RCA School,English,Male,Army,Pte(B)
dm+rg9zd5r+D/MJsm7k4xaV5SBdfXun6Qw7YXsTpjqUAAK8/AXjBmg==,Theresa,Sullivan,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Pte(B)
DMB5bNOI9E0xQ67NJBGhXaMKPTMH9OIvtD2XWjILBsgAAK8/AXiG8g==,Bailey,Smith,NULL,INFTR,10,NCM,INF School,French,Male,Army,Cpl
dmOto15sdMHVjZMEWh1JU7+2caXbDJsGXntXvvFaHKwAAK8/AXiG3g==,Patsy,Saunders,NULL,CBT ENGR,339,NCM,CFSME,English,Male,Air,WO
dmPn4OEzMxxm5XSLj9RWR8kexz1gsmk6DiT4d925wsoAAK8/AXf/aQ==,Tracey,Wash,NULL,IS TECH,394,NCM,CFSCE,English,Male,Army,Pte(B)
dMxcKpVXTxb/kep6daE+DO8tEib+3Zi0x3ustEAfqKwAAK8/AXiG2w==,Diane,Eubank,NULL,PH TECH,304,NCM,CFSME,English,Male,Army,Pte(B)
DNj4z/o9LWSQ+MkVf3fKnTcpzbVkFOMfMTtyDTvUBSEAAK8/AXj7Og==,Carolyn,Baker,NULL,VEH TECH,129,NCM,RCEMES,English,Male,Army,WO
dNq8mNzMQqGY1VJmMmr8z/eXgaygJ0r3S0GQOGVlUusAAK8/AXj7NA==,Adrian,Artman,NULL,GNR,368,NCM,RCA School,French,Male,Army,WO
dNu7FymEua8w+vdUvqy1bhbGz1g3W4RWaIiIBSEQm3AAAK8/AXiG6g==,Antonia,Harris,NULL,LOG,328,Officer,CTCHQ,English,Male,Army,Capt
DOTIXQsPYfK4rrSU56ePUrfupU0cmNLHf9djtknR38cAAK8/AXjBog==,Gwen,Brown,NULL,GNR,368,NCM,RCA School,English,Male,Army,Sgt
dP1At5vKOFyKAMi9pESxNLUBySd/+KKUtSRn1gSzMdoAAK8/AXiG3A==,Pablo,Rodriguez,NULL,CBT ENGR,339,NCM,CFSME,French,Male,Army,WO
dp3GhAzJ1uNjWz+25BKKBWqrXN83eGfppILyeunuTVQAAK8/AXiG5w==,Carlos,Allison,NULL,ED TECH,302,NCM,CFSME,English,Male,Army,Pte(B)
Dp9UfV5JzolAO4AqcOion9wnY4m1rWnfSdmszumX+VYAAK8/AXjBog==,Brenda,Sutton,NULL,GNR,368,NCM,RCA School,English,Male,Army,Pte(B)
dPE2fOQfODkSXvCpCTFDkncgp/L/4wXX2+KZAJRJ4+oAAK8/AXf/YQ==,Crystal,Hines,NULL,IS TECH,394,NCM,CFSCE,English,Male,Air,Pte(B)
dPk5MTLSEGdTu4wmvYMqgWoXzUDzFkTRM2s0lPO6IWQAAK8/AXf/ag==,Tracy,Monteiro,NULL,SIG OP,383,NCM,CFSCE,English,Female,Army,Pte(B)
dPPwgb9SKGgdEn6/wecbAzSzyp4JeH/G5DT3w9kph4MAAK8/AXiG3A==,Gloria,Arias,NULL,CONST ENGR,189,Officer,CFSME,English,Male,Army,2Lt
dPzl77EY90D+HS8JlVUcyx64lXAehd7ErB6eAPu+OZMAAK8/AXj7Pg==,John,Buffey,NULL,VEH TECH,129,NCM,RCEMES,French,Male,Army,Sgt
DpzYCzDQ9NfoSa77BOtgk0RSycd57HCLimmDEEHI51YAAK8/AXiG5w==,Mildred,Hicks,NULL,CBT ENGR,339,NCM,CFSME,English,Female,Army,Pte(B)
dQ/sd7CJPBtZcY0Xjd8iH+/0Pc2J+Pma1Pdji41rRX0AAK8/AXjBmw==,Michele,Bailey,NULL,ARTY,179,Officer,RCA School,English,Male,Army,2Lt
DqkI8M3e3Ajn7rkxYdsMToHTGQLN6VtJszRQUBV0desAAK8/AXiG7w==,Phillip,Green,Course Staff,INFTR,10,NCM,INF School,English,Male,Army,MCpl
dqLsNpRBtkqJ8Fya73Rph22geNgAICq2ZM2PVlVX+/sAAK8/AXjBjw==,Michael,Faulkner,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Cpl
DrA3OoVkg3sX8u3+qGPlgcTgfs6O09YJUFCqeDoQSM0AAK8/AXj7Nw==,Eugene,Wyatt,NULL,VEH TECH,129,NCM,RCEMES,English,Male,Army,MCpl
DRB1cKeuntS82XDIEgmkGLCULmjynO4EDgEdvmLgg9MAAK8/AXf/Yw==,Edward,Sanchez,NULL,SIG OP,383,NCM,CFSCE,English,Male,Army,Pte(B)
drEEUW9YRB6VYemoaC9XU/RVwy8slHfzoEaO+28gAT0AAK8/AXj7OQ==,Roberto,Jenkins,Admin,VEH TECH,129,NCM,RCEMES,French,Male,Army,MCpl
dRF7mTJocLYvOrVGm4NmD5cKaVKwPogLed7DaaQdlKoAAK8/AXiG5Q==,Cary,Rios,NULL,CBT ENGR,339,NCM,CFSME,English,Male,Army,WO
dRlAGTqCA4F12AMUIF4tc84V768kePg6QFbAa4qkM/4AAK8/AXf/YQ==,Anthony,Hood,NULL,IMAGE TECH,137,NCM,CATEU,French,Male,Air,Cpl
DrrRwgg1OILEVTH+hQb609Z39IGHRAWQWwTvUFrvHvIAAK8/AXjBmA==,Monika,Huddleston,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Sgt
DSavf54gKhChbJ6HNj6aE5SS/FEh3Czj0wv/Y+64p7sAAK8/AXjBow==,Teresa,Orton,NULL,GNR,368,NCM,RCA School,English,Male,Army,Pte(B)
dsGdkT1gXiE6kHzAwJTleQOYTNb0OaVXxjGPX8boxGoAAK8/AXiG2w==,Lewis,Burrow,NULL,CBT ENGR,339,NCM,CFSME,English,Male,Army,Sgt
DsppuPuQE4JgGgbdkG9DPuqDT8d3syQjFupeRFkTh5cAAK8/AXiG+Q==,Eric,Johnson,NULL,INF,180,Officer,INF School,French,Male,Army,2Lt
dtbtYnUEiV9jW8ZVNyltDSf6oXns9qCO19IwQUO19ecAAK8/AXiG8g==,Rashad,Spivey,NULL,INFTR,10,NCM,INF School,English,Male,Army,Sgt
DtNPNbtA3nq4DVm5kqZp4exXa0ObSLZs0W3dZ4E0OcsAAK8/AXjBkw==,Michael,Chavez,NULL,ARMD,178,Officer,RCACS,French,Male,Army,2Lt
dU+ed008uzKtccESejcJprvxdK8BVyiN2Ot7Zx7tG68AAK8/AXj7OQ==,Thomas,Lockhart,NULL,EO TECH,NULL,NCM,RCEMES,English,Male,Army,Cpl
Du0tE6LTSfOHANhvd0Nrrz9zDVkyFLKL29/Yjzk2d24AAK8/AXiG5Q==,Raymond,Raynor,NULL,ENGR,181,Officer,CFSME,English,Female,Army,2Lt
DU1+Mcmil8UyAR6Glu5hVfqf7RCTQM/mxo56ryaSoKkAAK8/AXiG5A==,Rebecca,Nichols,NULL,CBT ENGR,339,NCM,CFSME,English,Male,Air,Pte(B)
DuK6lVf409iv9uaSsv+t96i8DlYxnd0BlBGad6Nke9UAAK8/AXf/aw==,Marshall,Wascher,NULL,SIG TECH,385,NCM,CFSCE,English,Male,Army,Pte(B)
duSKizJroqErw75ZnklAVTPFkHveaWSAEVFoWUOCJZcAAK8/AXjBiQ==,Thomas,Emerson,NULL,CRMN,5,NCM,RCACS,English,Male,Army,Pte(B)
dUSyhc4+ZGUn2Trjn4+U40EulPlbhPYShg46np2Qy3AAAK8/AXiG3A==,Edwina,Patterson,NULL,CBT ENGR,339,NCM,CFSME,English,Male,Army,Pte(B)
DUZSYxMLU/A7JSWSaB6LEzh2hZIFo4vdzC/VbcTcxCwAAK8/AXf/aw==,John,Steed,NULL,ATIS TECH,109,NCM,CFSCE,English,Male,Army,Pte(B)
Dv9plSfsMfna4uUr2lGWr35AsX7wWf89NRj159bXAgIAAK8/AXj7QA==,Thomas,Moore,NULL,VEH TECH,129,NCM,RCEMES,English,Male,Army,Pte(B)
Dvf7tDURF91zZiUV/7itbLQAkJRoBpzcMnI54vZl3kQAAK8/AXj7NA==,Terry,Garcia,NULL,GNR,368,NCM,RCA School,English,Male,Army,Pte(B)
DvKSP2+ciBl6ZIqVSiGBfk+decYJ+PoyQUbB41ND5NMAAK8/AXiG3w==,Kara,Fifer,NULL,CBT ENGR,339,NCM,CFSME,English,Male,Army,MCpl
dWqwgXu9PwZAWdOwjvPyA32l3vDLhIwi5edwS6aT1/gAAK8/AXjBlA==,Janet,Hill,NULL,ARMD,178,Officer,RCACS,French,Male,Army,OCdt
dwxHReLJS4locvczQARDZDl1PaywHXuwNlYI4wratDoAAK8/AXf/bw==,Mark,Santiago,NULL,ATIS TECH,109,NCM,CFSCE,English,Male,Air,Pte(B)
dWxvuopHVMI4kyugvfwVM/F3zMrwCwfIqmtcgQNkzUMAAK8/AXiG8g==,Lonnie,Garcia,NULL,INFTR,10,NCM,INF School,French,Male,Army,Cpl
Dx0eUNSP7a6aEdDTtS9Jamacn9/539zHPiMwjUu75IYAAK8/AXf/bw==,Everett,Sheehan,NULL,SIGINT,120,NCM,CFSCE,French,Male,Army,Pte(B)
DxjlQps9RtQ1xhCfm3tNCQ9ODZzJRfTDHj8Xmz5S2+cAAK8/AXf/Yg==,Aida,Santiago,NULL,LINE TECH,384,NCM,CFSCE,English,Male,Army,WO
DxleYs7xuSRlBj1XrfJs6DJ5AFQSuIP50WrsYFKy5ikAAK8/AXj7NA==,Thomas,Jones,NULL,GNR,368,NCM,RCA School,French,Male,Army,Sgt
